zenodo_id,doi,zenodo_url,title,creators,publication_date,file_count,extracted_chars
15537312,10.5281/zenodo.15537312,https://zenodo.org/records/15537312,OGS CoARA  Action Plan,National Institute of Oceanography and Applied Geophysics,2025-07-02,1,15739
15584407,10.5281/zenodo.15584407,https://zenodo.org/records/15584407,Erasmus University Rotterdam CoARA Action Plan (2025-2027),"Chan, Tung Tung; Langhout - van den Bulk, Bianca; den Hollander, Nick",2025-06-03,1,14985
15603630,10.5281/zenodo.15603630,https://zenodo.org/records/15603630,Polytechnic University of Setúbal -  CoARA Action Plan 2025-26,"Carvalho, Luísa Cagica",2025-06-05,1,8711
15603746,10.5281/zenodo.15603746,https://zenodo.org/records/15603746,Polytechnic University of Setúbal - CoARA Action Plan 2025-26,"Carvalho, Luísa Cagica",2025-06-05,1,8711
15640165,10.5281/zenodo.15640165,https://zenodo.org/records/15640165,CoARA Action Plan - Mälardalen University,Mälardalen University,2025-06-11,1,7463
15685158,10.5281/zenodo.15685158,https://zenodo.org/records/15685158,Victor Babes National Institute of Pathology - Action Plan,Institutul National Victor Babes,2025-06-17,1,16587
15692849,10.5281/zenodo.15692849,https://zenodo.org/records/15692849,ANID Action Plan Supporting CoARA Commitments 2024 - 2026,Agencia Nacional de Investigación y Desarrollo,2025-06-18,1,34384
15703600,10.5281/zenodo.15703600,https://zenodo.org/records/15703600,CoARA Action Plan: University of Zurich,"Budmiger, Luzia; Müller, Lisa",2025-06-19,1,28021
15752372,10.5281/zenodo.15752372,https://zenodo.org/records/15752372,CoARA Action Plan LTU,"Palage, Kristoffer; Aasa-Chapman, Marlen; Järvenpää, Anna-Therese",2025-06-27,1,9791
15754531,10.5281/zenodo.15754531,https://zenodo.org/records/15754531,Action plan for 2025-2027 of Forte to follow up on the Agreement on Reforming Research Assessment (ARRA),Swedish Research Council for Health Working Life and Welfare,2025-06-27,1,13198
15771907,10.5281/zenodo.15771907,https://zenodo.org/records/15771907,CoARA Action Plan German Sport University Cologne,"Nockemann, Dinah; Pizzera, Alexandra; Ferrari, Nina; Combrink, Claudia",2025-06-30,1,8946
15784309,10.5281/zenodo.15784309,https://zenodo.org/records/15784309,CoARA Action Plan 2025-27 - Università del Piemonte Orientale,"Università degli Studi del Piemonte Orientale ""Amedeo Avogadro""",2025-07-01,2,35458
15784336,10.5281/zenodo.15784336,https://zenodo.org/records/15784336,University of Zaragoza - COARA Action Plan 2025-2027,Universidad de Zaragoza,2025-07-01,1,9244
15797301,10.5281/zenodo.15797301,https://zenodo.org/records/15797301,Action Plan CoARA 2024-2027 ZonMW and NWO,Netherlands Organisation for Scientific Research; Netherlands Organisation for Health Research and Development,2025-07-03,1,17863
15835365,10.5281/zenodo.15835365,https://zenodo.org/records/15835365,Action Plan CoARA 2024-2027: ZonMw and NWO,"Jabroer, Robert; De Jonge, Hans; Kortbeek, Daphne; Van Mölken, Tamara; Pronk, Eline; Steendam, Sarah; Sondervan, Jeroen; Teperek, Marta; Van Tienen, Ingrid; van Wageningen, Thecla; Varwijk, Helga; Van Vliet, Sanneke",2025-07-10,1,17864
15855944,10.5281/zenodo.15855944,https://zenodo.org/records/15855944,University of Derby Coalition on Advancing Research Assessment (CoARA) Action Plan,University of Derby,2025-07-10,1,16063
16030775,10.5281/zenodo.16030775,https://zenodo.org/records/16030775,Linkoping University CoARA Action plan 2025–2027,"Strömberg, Tomas; Jönsson, Jan-Ingvar",2025-07-17,1,16942
16267521,10.5281/zenodo.16267521,https://zenodo.org/records/16267521,Implementation of the Agreement on Reforming Research Assessment (CoARA)  at the University of Barcelona. Monitoring report,Universitat de Barcelona,2025-02,2,27154
16271117,10.5281/zenodo.16271117,https://zenodo.org/records/16271117,Zurich University of Teacher Education - CoARA Action Plan,Zurich University of Teacher Education,2025-07-21,1,25600
16311701,10.5281/zenodo.16311701,https://zenodo.org/records/16311701,ECE4CoARA - Effective Community Engagement for a successful CoARA action plan implementation at the UOC: a community engagement case study at institutional level,"Martínez-Samper, Pastora; Ramírez-Ordóñez, David",2025-07-17,1,1794
16320445,10.5281/zenodo.16320445,https://zenodo.org/records/16320445,F.R.S.-FNRS COARA Action Plan,Fund for Scientific Research,2025-07-22,1,39725
16353157,10.5281/zenodo.16353157,https://zenodo.org/records/16353157,Universitat Politècnica de Catalunya (UPC) CoARA Action Plan,"Vidal Ferré, Rafael",2025-07-17,1,4309
16419495,10.5281/zenodo.16419495,https://zenodo.org/records/16419495,AQU Catalunya CoARA Action Plan (2025-2029),AQU Catalunya,2025-07-22,1,33960
